 zone T = "ep =   1.000000000000000E-008 ",
   1.30102999566398       -2.03230045439627     
   1.33674428137827       -2.24343815087048     
   1.37245856709255       -2.21397314704080     
   1.40817285280684       -2.30681249557672     
   1.44388713852112       -2.42596724044114     
   1.47960142423541       -2.65250006837402     
   1.51531570994970       -2.68519437756446     
   1.55102999566398       -2.81363739071986     
   1.58674428137827       -2.89183916665464     
   1.62245856709255       -3.03559473638250     
   1.65817285280684       -3.11594688832962     
   1.69388713852112       -3.20132187732451     
   1.72960142423541       -3.31984412000070     
   1.76531570994970       -3.40780427361466     
   1.80102999566398       -3.52003568967113     
   1.83674428137827       -3.62607065530005     
   1.87245856709255       -3.74137908919435     
   1.90817285280684       -3.84255267275985     
   1.94388713852112       -3.95331875920489     
   1.97960142423541       -4.06026962030886     
   2.01531570994970       -4.16301880704189     
   2.05102999566398       -4.26951322553536     
   2.08674428137827       -4.37509809502363     
   2.12245856709255       -4.48220974548926     
   2.15817285280684       -4.59173076711961     
   2.19388713852112       -4.69758554053658     
   2.22960142423541       -4.80598109336276     
   2.26531570994970       -4.91232989666916     
   2.30102999566398       -5.01931617223396     
   2.33674428137827       -5.12690141384290     
   2.37245856709255       -5.23398633493852     
   2.40817285280684       -5.34104911960566     
   2.44388713852112       -5.44794502713696     
   2.47960142423541       -5.55529188290927     
   2.51531570994970       -5.66251627484729     
   2.55102999566398       -5.76970713953017     
   2.58674428137827       -5.87706935037669     
   2.62245856709255       -5.98419129920622     
   2.65817285280684       -6.09131695602559     
   2.69388713852112       -6.19843951165934     
   2.72960142423541       -6.30571817215978     
   2.76531570994970       -6.41286411487986     
   2.80102999566398       -6.52012349672734     
   2.83674428137827       -6.62721863966119     
   2.87245856709255       -6.73447998929265     
   2.90817285280684       -6.84167058007472     
   2.94388713852112       -6.94880928320889     
   2.97960142423541       -7.05591984615655     
   3.01531570994970       -7.16311779049689     
   3.05102999566398       -7.27030354364373     
   3.08674428137827       -7.37746158137089     
   3.12245856709255       -7.48462502517334     
   3.15817285280684       -7.59178699565522     
   3.19388713852112       -7.69895986761193     
   3.22960142423541       -7.80611941180822     
   3.26531570994970       -7.91328509632220     
   3.30102999566398       -8.02043702432500     
   3.33674428137827       -8.12759417639832     
   3.37245856709255       -8.23474851759920     
   3.40817285280684       -8.34190865713383     
   3.44388713852112       -8.44906590332127     
   3.47960142423541       -8.55621994582407     
   3.51531570994970       -8.66337034494224     
   3.55102999566398       -8.77052407892402     
   3.58674428137827       -8.87767692036158     
   3.62245856709255       -8.98482742945709     
   3.65817285280684       -9.09197855910542     
   3.69388713852112       -9.19912697596602     
   3.72960142423541       -9.30627780750018     
   3.76531570994970       -9.41342596811585     
   3.80102999566398       -9.52057478843358     
